Amber Valley,E07000032,37885.00,43827.00,48461.00,53175.00,63010.00,70437.00,72438.00,74401.00,74923.00,75999.00,76620.00,77137.00,77751.00,79996.00,82735.00,83930.00,86624.00,89434.00,91691.00,92969.00,93578.00,93930.00
Angus,S12000041,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value
Antrim and Newtownabbey,N09000001,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value
Ards and North Down,N09000011,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value
Argyll and Bute,S12000035,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value
Armagh Banbridge and Craigavon,N09000002,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value
Sutton,E09000029,50119.00,57954.00,63935.00,70844.00,79476.00,87614.00,89815.00,90693.00,93354.00,96185.00,98492.00,102714.00,107452.00,111838.00,116488.00,119267.00,123417.00,127270.00,131507.00,134188.00,136026.00,137137.00
Swale,E07000113,38642.00,43811.00,47418.00,51932.00,61799.00,69633.00,71493.00,72250.00,73904.00,75902.00,77072.00,79019.00,81529.00,83850.00,86087.00,88331.00,90698.00,93543.00,96838.00,99591.00,101501.00,102352.00
Swansea,W06000011,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value
Swindon,E06000030,53675.00,63695.00,70358.00,77154.00,90583.00,98099.00,99984.00,101637.00,107126.00,108576.00,110772.00,112509.00,115872.00,121341.00,127609.00,129744.00,133257.00,142742.00,147060.00,153306.00,156577.00,159425.00
Tameside,E08000008,62020.00,67086.00,75644.00,81054.00,94398.00,104520.00,106703.00,108769.00,112473.00,115748.00,118461.00,120360.00,125184.00,131101.00,134710.00,136344.00,141134.00,144951.00,148689.00,150454.00,152059.00,153313.00
Tamworth,E07000199,20530.00,22739.00,26536.00,29251.00,35383.00,37574.00,38070.00,38441.00,39067.00,39387.00,40346.00,41718.00,42503.00,43605.00,45293.00,46812.00,47945.00,49757.00,51484.00,52641.00,53161.00,53494.00
Tandridge,E07000215,25035.00,29821.00,32710.00,36051.00,40572.00,43604.00,44425.00,44739.00,46419.00,47640.00,48471.00,50077.00,53103.00,55768.00,56631.00,57331.00,58690.00,60194.00,61798.00,62509.00,62988.00,63363.00
Teignbridge,E07000045,47637.00,53346.00,59266.00,62780.00,71841.00,77112.00,77557.00,77666.00,79804.00,82541.00,83850.00,85021.00,86408.00,88702.00,90783.00,92761.00,96077.00,98804.00,100958.00,102004.00,102688.00,103285.00
Telford and Wrekin,E06000020,48589.00,58227.00,65763.00,73254.00,82275.00,87104.00,88435.00,88847.00,90998.00,92017.00,94503.00,96916.00,98135.00,100195.00,102168.00,103941.00,107734.00,112665.00,115449.00,118547.00,120836.00,121361.00
Tendring,E07000076,57462.00,65774.00,69273.00,74380.00,83151.00,87217.00,88201.00,88643.00,89811.00,90817.00,91466.00,92388.00,94844.00,97635.00,99612.00,101393.00,103528.00,105363.00,107420.00,108842.00,109797.00,110658.00
Test Valley,E07000093,35450.00,41131.00,45030.00,48405.00,58035.00,64667.00,65939.00,66454.00,67781.00,70693.00,72856.00,74567.00,76385.00,79780.00,81693.00,83156.00,85265.00,87793.00,90419.00,94814.00,96289.00,97289.00
Tewkesbury,E07000083,30561.00,33239.00,36223.00,39832.00,45781.00,50833.00,51442.00,51899.00,52537.00,53358.00,53862.00,55435.00,57613.00,60447.00,62354.00,64099.00,65956.00,67711.00,69889.00,70708.00,71190.00,71559.00
Thanet,E07000114,42627.00,50337.00,53789.00,60942.00,68192.00,73206.00,74117.00,74366.00,74676.00,76341.00,77712.00,79186.00,85023.00,87794.00,89291.00,90342.00,93596.00,95267.00,97038.00,97771.00,98336.00,98769.00
The Vale of Glamorgan,W06000014,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value
Three Rivers,E07000102,26150.00,28864.00,32554.00,35202.00,40071.00,44622.00,46168.00,46803.00,48100.00,50185.00,51248.00,52649.00,54170.00,56861.00,58120.00,59739.00,61149.00,62991.00,64732.00,65769.00,66581.00,67038.00
Thurrock,E06000034,33935.00,38934.00,42774.00,44758.00,56540.00,67641.00,71855.00,72864.00,74130.00,75460.00,76637.00,78417.00,81993.00,83942.00,86700.00,88592.00,91780.00,95017.00,99008.00,101066.00,101723.00,102614.00
Tonbridge and Malling,E07000115,33655.00,38673.00,42596.00,47903.00,55652.00,62752.00,63835.00,64368.00,65831.00,66948.00,69109.00,71934.00,73406.00,75499.00,78214.00,80082.00,82442.00,85376.00,87852.00,90066.00,91526.00,92416.00
Torbay,E06000027,48347.00,55648.00,61684.00,64511.00,72971.00,77521.00,80173.00,80668.00,82338.00,82990.00,84208.00,84975.00,86305.00,88226.00,89931.00,91195.00,93476.00,95674.00,98693.00,99804.00,100582.00,101352.00
Torfaen,W06000020,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value
Torridge,E07000046,23333.00,27375.00,29623.00,32087.00,36068.00,39324.00,39932.00,40000.00,40595.00,41262.00,41990.00,42678.00,43542.00,45031.00,45948.00,46826.00,47365.00,49131.00,50171.00,51236.00,51680.00,52077.00
Tower Hamlets,E09000030,34656.00,43335.00,49554.00,57466.00,68979.00,78746.00,82775.00,85295.00,89472.00,92502.00,96404.00,100630.00,105523.00,114425.00,124294.00,133981.00,146470.00,161742.00,176234.00,185004.00,190023.00,193355.00
Trafford,E08000009,65442.00,76849.00,84216.00,90817.00,100530.00,108727.00,112046.00,113408.00,116023.00,119278.00,122607.00,125270.00,130163.00,137767.00,142201.00,145020.00,148677.00,152094.00,156805.00,159634.00,160971.00,162089.00
Tunbridge Wells,E07000116,32248.00,36770.00,39101.00,42047.00,49932.00,54243.00,54893.00,55542.00,56861.00,58114.00,59684.00,62410.00,64178.00,66247.00,68690.00,70421.00,72592.00,75173.00,77632.00,79259.00,80601.00,81609.00
Uttlesford,E07000077,22469.00,26734.00,29454.00,32836.00,38965.00,44738.00,45547.00,45804.00,46910.00,48853.00,50291.00,51535.00,53574.00,55677.00,57734.00,58838.00,60348.00,61990.00,63830.00,65109.00,65697.00,66149.00
Vale of White Horse,E07000180,35117.00,41148.00,45486.00,51516.00,60701.00,65004.00,65855.00,66247.00,67650.00,70958.00,73490.00,75467.00,76693.00,80273.00,83242.00,86077.00,89904.00,93645.00,96846.00,99243.00,100676.00,101415.00
Wakefield,E08000036,95361.00,107804.00,118950.00,130731.00,152067.00,170726.00,175545.00,177425.00,180014.00,182762.00,185533.00,191097.00,198267.00,205787.00,212828.00,217608.00,222459.00,229001.00,237233.00,241211.00,243302.00,244798.00
Walsall,E08000030,72783.00,85590.00,96015.00,105428.00,120449.00,130527.00,133551.00,134825.00,137573.00,139611.00,142962.00,146540.00,150211.00,156006.00,159936.00,162700.00,166720.00,173234.00,177982.00,179902.00,181056.00,182217.00
Waltham Forest,E09000031,46682.00,56766.00,64651.00,68060.00,75856.00,85629.00,90471.00,92423.00,97465.00,100652.00,103404.00,107421.00,112445.00,118701.00,125923.00,132418.00,138339.00,145202.00,150998.00,154766.00,156824.00,158420.00
Wandsworth,E09000032,59381.00,70768.00,77458.00,85761.00,99364.00,108121.00,111063.00,113189.00,117746.00,122596.00,127994.00,133316.00,139626.00,150518.00,163224.00,174679.00,188846.00,204050.00,214729.00,219996.00,223488.00,225746.00
Warrington,E06000007,59935.00,70818.00,76243.00,80361.00,91315.00,103296.00,107443.00,108691.00,110492.00,113211.00,115153.00,117252.00,120483.00,125482.00,130286.00,132836.00,135849.00,139388.00,143262.00,145990.00,147058.00,148311.00
Warwick,E07000222,42751.00,49764.00,54467.00,58981.00,65537.00,69802.00,71643.00,72291.00,73340.00,76182.00,78057.00,79664.00,82707.00,85890.00,89029.00,91420.00,93354.00,97626.00,101190.00,103084.00,104985.00,105684.00
Warwickshire,E10000031,176199.00,201982.00,221987.00,240026.00,271805.00,291636.00,297050.00,300325.00,307566.00,315370.00,322306.00,329777.00,338979.00,351184.00,364219.00,372048.00,380632.00,393401.00,407045.00,415117.00,420772.00,423692.00
Watford,E07000103,21953.00,24605.00,28190.00,30349.00,35538.00,40368.00,42379.00,43817.00,44880.00,46536.00,47223.00,48283.00,51304.00,52892.00,55298.00,57267.00,59148.00,61244.00,63460.00,64548.00,65513.00,66035.00
Waverley,E07000216,37372.00,41950.00,44932.00,49349.00,58243.00,64605.00,65507.00,67503.00,69913.00,71060.00,72212.00,73833.00,75380.00,79339.00,82017.00,84446.00,86357.00,88639.00,90706.00,92522.00,93555.00,94268.00
Wealden,E07000065,55035.00,60181.00,66160.00,71480.00,80547.00,87918.00,88952.00,89515.00,90846.00,93058.00,94521.00,96560.00,98982.00,101998.00,104240.00,106266.00,108696.00,111101.00,113760.00,115917.00,117342.00,118236.00
Welwyn Hatfield,E07000241,25651.00,29183.00,34100.00,37768.00,43543.00,49336.00,50439.00,51199.00,52377.00,54025.00,55438.00,57449.00,58380.00,60067.00,62626.00,64334.00,66476.00,69577.00,72738.00,74618.00,76299.00,77113.00
West Berkshire,E06000037,39705.00,45971.00,51103.00,57432.00,71065.00,77657.00,78944.00,79231.00,80530.00,83126.00,85650.00,88299.00,91443.00,95165.00,99734.00,102029.00,105251.00,107862.00,111338.00,114567.00,116371.00,117306.00
West Devon,E07000047,21857.00,24488.00,26288.00,27485.00,30842.00,32948.00,33093.00,33223.00,33842.00,34687.00,35463.00,36264.00,37348.00,38235.00,38715.00,39204.00,40062.00,41026.00,42272.00,42815.00,43169.00,43392.00
West Dunbartonshire,S12000039,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value
West Lancashire,E07000127,37196.00,42586.00,45446.00,48369.00,55116.00,60827.00,63047.00,63781.00,64954.00,65644.00,66605.00,67500.00,69746.00,72105.00,73536.00,74236.00,75670.00,77370.00,79185.00,79942.00,80582.00,80877.00
West Lindsey,E07000142,31578.00,36846.00,39997.00,42825.00,49473.00,53356.00,54639.00,56053.00,56667.00,57864.00,58520.00,59491.00,60178.00,61925.00,63741.00,64783.00,65702.00,67116.00,68914.00,70117.00,70660.00,71041.00
West Lothian,S12000040,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value
West Northamptonshire,E06000062,99719.00,119149.00,132430.00,146969.00,167513.00,186702.00,193147.00,195543.00,200767.00,203994.00,207545.00,212789.00,217975.00,225515.00,236609.00,242246.00,252416.00,263357.00,272711.00,276591.00,279541.00,281523.00
West Oxfordshire,E07000181,31614.00,36749.00,40412.00,44738.00,53556.00,57306.00,57918.00,58333.00,59794.00,61339.00,62483.00,64423.00,65973.00,68206.00,70275.00,72501.00,74775.00,77393.00,80001.00,82454.00,84146.00,84975.00
West Suffolk,E07000245,54201.00,61252.00,66771.00,72558.00,81818.00,85635.00,86281.00,86548.00,87516.00,90544.00,92261.00,94263.00,97447.00,101954.00,104010.00,105771.00,108343.00,111476.00,115681.00,117917.00,119812.00,121423.00
West Sussex,E10000032,272927.00,315593.00,345109.00,373572.00,420887.00,448543.00,454091.00,458036.00,468953.00,482187.00,492879.00,502593.00,520343.00,539186.00,555817.00,570295.00,579424.00,594987.00,612435.00,625201.00,633325.00,638199.00
Westminster,E09000033,37983.00,45951.00,50913.00,55316.00,64584.00,71609.00,73871.00,75393.00,79422.00,82294.00,85380.00,88290.00,92370.00,97366.00,103713.00,110935.00,119634.00,127728.00,133538.00,137443.00,139895.00,141784.00
Wigan,E08000010,88917.00,102657.00,114238.00,124557.00,145581.00,157305.00,160874.00,162486.00,165347.00,170305.00,174487.00,179005.00,184508.00,192247.00,197093.00,202709.00,207318.00,214198.00,220153.00,222343.00,223713.00,224954.00
Wiltshire,E06000054,145387.00,170909.00,191907.00,204404.00,236907.00,253485.00,257614.00,260184.00,263744.00,269012.00,274217.00,284481.00,293088.00,301931.00,311000.00,317148.00,328653.00,343556.00,356406.00,366177.00,372186.00,376826.00
Winchester,E07000094,37100.00,41322.00,46005.00,49711.00,57945.00,64062.00,65507.00,66025.00,67129.00,69622.00,71173.00,72684.00,75394.00,78859.00,81324.00,82062.00,83321.00,86903.00,89476.00,91540.00,92770.00,93755.00
Windsor and Maidenhead,E06000040,37278.00,43354.00,48762.00,52937.00,65186.00,72372.00,76072.00,78754.00,81451.00,82896.00,83506.00,84656.00,86702.00,89894.00,93755.00,96572.00,99481.00,102609.00,105589.00,107672.00,108619.00,109393.00
Wirral,E08000015,107589.00,119286.00,128652.00,136961.00,158411.00,168467.00,171249.00,173039.00,175353.00,179486.00,182507.00,186573.00,193159.00,200750.00,204271.00,207079.00,210490.00,215503.00,220124.00,222770.00,224584.00,225991.00
Woking,E07000217,25395.00,29010.00,31657.00,34101.00,39921.00,43994.00,45155.00,45608.00,47209.00,49196.00,50832.00,52292.00,53498.00,57416.00,60598.00,63161.00,65252.00,67988.00,69872.00,70945.00,71836.00,72364.00
Wokingham,E06000041,40384.00,47748.00,52295.00,56979.00,70103.00,78177.00,79768.00,80226.00,82848.00,86274.00,88930.00,92956.00,97525.00,101985.00,106179.00,109715.00,112127.00,117655.00,121044.00,123214.00,124365.00,125146.00
Wolverhampton,E08000031,62777.00,73884.00,83370.00,91773.00,105658.00,114713.00,117044.00,118597.00,120674.00,122927.00,126136.00,129409.00,135043.00,139547.00,143779.00,146396.00,150597.00,155209.00,159289.00,161538.00,163168.00,164441.00
Worcester,E07000237,31514.00,34967.00,38309.00,40716.00,45079.00,49218.00,49828.00,50132.00,50864.00,51790.00,52660.00,53795.00,55681.00,57556.00,60051.00,60981.00,62500.00,65230.00,68215.00,70292.00,71003.00,71517.00
Worcestershire,E10000034,195625.00,221118.00,242922.00,263088.00,299051.00,320062.00,325294.00,328141.00,333533.00,340227.00,346167.00,351383.00,364757.00,375112.00,385047.00,390461.00,398972.00,409757.00,421680.00,429555.00,433088.00,436039.00
Worthing,E07000229,35558.00,41441.00,44373.00,48658.00,54863.00,57878.00,58296.00,58538.00,59528.00,61039.00,62812.00,63760.00,65635.00,68821.00,71310.00,73119.00,74457.00,75626.00,77661.00,79576.00,80470.00,81055.00
Wrexham,W06000006,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value
Wychavon,E07000238,45245.00,51745.00,56120.00,61054.00,69603.00,72931.00,74196.00,74932.00,75851.00,77908.00,78856.00,79977.00,82918.00,84866.00,86946.00,88524.00,90245.00,92637.00,95287.00,97354.00,98223.00,98990.00
Wyre,E07000128,44651.00,49298.00,53602.00,57797.00,63133.00,67425.00,68259.00,69414.00,69894.00,71229.00,72200.00,72753.00,74799.00,75611.00,76956.00,77515.00,78163.00,79796.00,81224.00,82170.00,82812.00,83147.00
Wyre Forest,E07000239,34662.00,40061.00,43199.00,47251.00,51942.00,54337.00,55503.00,55961.00,57026.00,58262.00,59650.00,60701.00,64421.00,66616.00,67781.00,68092.00,69977.00,71078.00,72633.00,73308.00,73969.00,74421.00
York,E06000014,57286.00,61939.00,68657.00,75603.00,84272.00,91280.00,93057.00,93355.00,96874.00,99067.00,100873.00,105568.00,110217.00,114329.00,118322.00,123647.00,127590.00,132662.00,136861.00,141529.00,145770.00,146897.00
